,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g1頭抱え2,FALSE,train_Gio_5,train_Gio_5_lip_01,train_Gio_5,train_Gio_5_lip_01,train_Gio_5,train_Gio_5,train_Gio_5_lip_01,train_Gio_5,train_Gio_5_lip_01,train_Gio_5,train_Gio_5,train_Gio_5_lip_01,train_Gio_5_lip_01,train_Gio_5,train_Gio_5,train_Gio_5_lip_01,train_Gio_5_lip_01,train_Gio_5,train_Gio_5,train_Gio_5_lip_01,train_Gio_5,train_Gio_5_lip_01,train_Gio_5,train_Gio_5_lip_01,train_Gio_5,train_Gio_5,train_Gio_5_lip_01,train_Gio_5,train_Gio_5_lip_01,train_Gio_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g1頭抱え3,FALSE,train_Gio_4,train_Gio_4_lip_01,train_Gio_4_lip_02,train_Gio_4,train_Gio_4_lip_01,train_Gio_4_lip_02,train_Gio_4,train_Gio_4_lip_01,train_Gio_4_lip_02,train_Gio_4,train_Gio_4_lip_01,train_Gio_4_lip_02,train_Gio_4,train_Gio_4_lip_01,train_Gio_4_lip_02,train_Gio_4,train_Gio_4_lip_01,train_Gio_4_lip_02,train_Gio_4,train_Gio_4_lip_01,train_Gio_4_lip_02,train_Gio_4,train_Gio_4_lip_01,train_Gio_4_lip_02,train_Gio_4,train_Gio_4_lip_01,train_Gio_4_lip_02,train_Gio_4,train_Gio_4_lip_01,train_Gio_4_lip_02,train_Gio_4,train_Gio_4_lip_01,train_Gio_4_lip_02,train_Gio_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g1頭抱え4,FALSE,train_Gio_5_lip_01,train_Gio_5,train_Gio_5_lip_01,train_Gio_5_lip_02,train_Gio_5,train_Gio_5_lip_01,train_Gio_5_lip_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1肩1,FALSE,train_Cam_2,train_c_2_01,train_c_2_02,train_Cam_3,train_Cam_3_lip_01,train_Cam_3_lip_02,train_Cam_3,train_Cam_3_lip_01,train_Cam_3_lip_02,train_Cam_3,train_Cam_3_lip_01,train_Cam_3_lip_02,train_Cam_3,train_Cam_3_lip_01,train_Cam_3_lip_02,train_Cam_3,train_Cam_3_lip_01,train_Cam_3_lip_02,train_Cam_3,train_Cam_3_lip_01,train_Cam_3_lip_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1肩2,FALSE,train_Cam_3,train_c_3_01,train_Cam_4,train_Cam_4_lip_01,train_Cam_4_lip_02,train_Cam_4,train_Cam_4_lip_01,train_Cam_4_lip_02,train_Cam_4,train_Cam_4_lip_01,train_Cam_4_lip_02,train_Cam_4,train_Cam_4_lip_01,train_Cam_4_lip_02,train_Cam_4,train_Cam_4_lip_01,train_Cam_4_lip_02,train_Cam_4,train_Cam_4_lip_01,train_Cam_4_lip_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1去る1,FALSE,SE[door-lock2_Labo],train_Cam_4,train_c_4_01,train_c_4_02,train_c_4_03,train_c_4_04,train_c_4_05,train_Cam_Etc_2,train_c_5_01,train_c_5_02,train_c_5_03,train_c_5_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g1前困惑1,FALSE,train_Gio_5,train_g_5_01,train_g_5_02,train_Gio_6,train_g_6_01,train_Gio_7,train_g_7_01,train_Gio_7_lip_01,train_Gio_7_lip_02,train_Gio_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1弁当戻る1,FALSE,train_Cam_Etc_2,train_c_5_01,train_c_5_02,train_c_5_03,train_c_5_04,train_c_5_05,train_Cam_Etc_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1弁当,TRUE,SE[move-light_Onjin],train_ekiben_after,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g1向き戻る1,FALSE,train_Gio_7,train_g_6_01,train_Gio_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1弁当戻る2,FALSE,train_Cam_Etc_3,train_c_6_01,train_c_6_02,train_c_6_03,train_c_6_04,train_c_6_05,train_Cam_Etc_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g1戻る困惑1,FALSE,train_Gio_8,train_g_7_01,train_g_7_02,train_Gio_9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1弁当勧める1,FALSE,SE[clothes-rustling-2_Labo],train_c_7_01,train_c_7_02,train_c_7_03,train_c_7_04,train_c_7_05,train_Cam_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1弁当勧める2,FALSE,train_c_8_01,train_c_9_01,train_c_10_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g1振り払う1,FALSE,SE[clothes-rustling-1_Jiten],train_Gio_9_lip_01,train_Gio_9_lip_02,train_Gio_10,train_Gio_11,train_g_8_01,train_g_8_02,train_g_9_01,train_Gio_12,train_Gio_12_lip_01,train_Gio_12_lip_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1振り払われる1,FALSE,train_c_10_01,train_c_10_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1食事開始1,TRUE,SE[eating_Labo],train_Cam_8,train_Cam_9,train_c_11_01,train_c_11_02,train_c_11_03,train_c_11_04,train_c_11_03,train_c_11_02,train_Cam_9,train_c_11_01,train_c_11_02,train_c_11_03,train_c_11_04,train_Cam_9,train_c_11_01,train_c_11_02,train_c_11_03,train_c_11_04,train_Cam_9,train_c_11_01,train_c_11_02,train_c_11_03,train_c_11_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g1食事開始1,FALSE,SE[heavy-door1_Dennou],train_g_9_01,train_g_9_02,train_g_9_03,train_g_9_04,train_g_14_01,train_g_10_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g1奥見る1,FALSE,train_g_14_01,train_g_10_01,train_Gio_13,train_Gio_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g1質問1,FALSE,train_g_12_01,train_Gio_17,train_Gio_17_lip_01,train_Gio_17_lip_02,train_Gio_17,train_Gio_17_lip_01,train_Gio_17_lip_02,train_Gio_17,train_Gio_17_lip_01,train_Gio_17_lip_02,train_Gio_17,train_Gio_17_lip_01,train_Gio_17_lip_02,train_Gio_17,train_Gio_17_lip_01,train_Gio_17_lip_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1質問答える1,FALSE,train_Cam_11,train_Cam_11_lip_01,train_Cam_11_lip_02,train_Cam_11,train_Cam_11_lip_01,train_Cam_11_lip_02,train_Cam_11,train_Cam_11_lip_01,train_Cam_11_lip_02,train_Cam_11,train_Cam_11_lip_01,train_Cam_11_lip_02,train_c_12_01,train_c_12_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1質問答える2,FALSE,train_Cam_12,train_Cam_12_lip_01,train_Cam_12_lip_02,train_Cam_12,train_Cam_12_lip_01,train_Cam_12_lip_02,train_Cam_12,train_Cam_12_lip_01,train_Cam_12_lip_02,train_Cam_12,train_Cam_12_lip_01,train_Cam_12_lip_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g1はぁ？1,FALSE,train_Gio_17,train_Gio_17_lip_01,train_Gio_17_lip_02,train_g_12_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1質問答える3,FALSE,SE[clothes-rustling-2_Labo],train_Cam_11,train_Cam_11_lip_01,train_Cam_11_lip_02,train_Cam_11,train_Cam_11_lip_01,train_Cam_11_lip_02,train_Cam_11,train_Cam_11_lip_01,train_Cam_11_lip_02,train_Cam_11,train_Cam_11_lip_01,train_Cam_11_lip_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1質問答える4,FALSE,train_c_14_01,train_c_14_02,train_Cam_12,train_Cam_12_lip_01,train_Cam_12_lip_02,train_Cam_12,train_Cam_12_lip_01,train_Cam_12_lip_02,train_Cam_12,train_Cam_12_lip_01,train_Cam_12_lip_02,train_Cam_12,train_Cam_12_lip_01,train_Cam_12_lip_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g1興味ない1,FALSE,train_Gio_18,train_Gio_18_lip_01,train_Gio_18_lip_02,train_Gio_18,train_Gio_18_lip_01,train_Gio_18_lip_02,train_Gio_18,train_Gio_18_lip_01,train_Gio_18_lip_02,train_Gio_18,train_Gio_18_lip_01,train_Gio_18_lip_02,train_Gio_19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g1興味ない2,FALSE,train_Gio_19,train_g_13_01,train_g_13_02,SE[heavy-door1_Dennou],train_Gio_20,train_Gio_20_lip_01,train_Gio_20_lip_02,train_Gio_20,train_Gio_20_lip_01,train_Gio_20_lip_02,train_Gio_20,train_Gio_20_lip_01,train_Gio_20_lip_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1質問しかえす1,FALSE,train_Cam_13,train_Cam_13_lip_01,train_Cam_13_lip_02,train_Cam_13,train_Cam_13_lip_01,train_Cam_13_lip_02,train_Cam_13,train_Cam_13_lip_01,train_Cam_13_lip_02,train_Cam_13,train_Cam_13_lip_01,train_Cam_13_lip_02,train_c_16_01,train_c_16_02,SE[clothes-rustling-1_Jiten],train_Cam_14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g1興味ない3,FALSE,train_Gio_20_lip_01,train_Gio_20_lip_02,train_Gio_20_lip_02,train_Gio_20_lip_01,train_Gio_20_lip_02,train_Gio_20_lip_01,train_Gio_20_lip_02,train_g_14_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1地球1,FALSE,train_Cam_14,train_Cam_15,train_c_17_01,train_c_18_01,train_c_18_01,train_c_18_01,train_c_18_02,train_c_19_01,train_c_19_02,train_Cam_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1地球2,FALSE,train_c_20_01,train_c_20_02,train_c_21_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g1有様3,FALSE,train_Gio_22,train_Gio_22_lip_01,train_Gio_22_lip_02,train_Gio_22,train_Gio_22_lip_01,train_Gio_22_lip_02,train_Gio_22,train_Gio_22_lip_01,train_Gio_22_lip_02,train_Gio_22,train_Gio_22_lip_01,train_Gio_22_lip_02,train_Gio_22,train_Gio_22_lip_01,train_Gio_22_lip_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
